Event ID,corp1,target1
3204,Not Applicable,Civilians
3205,Not Applicable,Right to Information Activist: Vinayak Baliga
3206,Government of Concepcion,Councilor: Daniel Villanueva
3207,Not Applicable,Civilians
3208,Not Applicable,"Civilians: Rian Tan Nunez, Antonio Tan"
3209,Not Applicable,Civilian
3210,Afghan National Army (ANA),"Soldiers: Mohammad Omar, Qurban Nazar"
3211,Not Applicable,Vehicle
3212,Unknown,Shops
3213,Iraqi Police Service (IPS),Patrol
3214,Unknown,Car Showrooms
3215,Unknown,Unknown
3216,Not Applicable,Civilians
3217,Not Applicable,Civilians
3218,Iraqi Armed Forces,Commander: 'Ali Ibrahim Dab'un
3219,Afghan Local Police (ALP),Officers
3220,Afghan National Army (ANA),Senior General: Khan Agha Achakzai
3221,Burundian Army,Hospital
3222,Burundian Army,Hospital
3223,Israel Defense Forces (IDF),Soldier
3224,Russian Police,Checkpoint
3225,Russian Police,Checkpoint
3226,Turkish Gendarmerie,Soldiers
3227,Turkish Armed Forces (TSK),Soldiers
3228,Turkish Gendarmerie,Station
3229,Government of India,Residence of Contractor: Th Monindro
3230,Afghan National Army (ANA),Vehicle
3231,Afghan Police,Vehicle
3232,Lebanese Army,Patrol
3233,Hellenic Police,Police Station
3234,Pakistani Police,Police Station
3235,Not Applicable,Civilian
3236,Unknown,Unknown
3237,Government of Maatkas,Office of Mayor
3238,Not Applicable,Muslim Civilian: Asad Shah
3239,Not Applicable,Vehicle
3240,United Nations Force Intervention Brigade (FIB),Soldiers
3241,Unknown,Noodle Shop
3242,M-30 Mosque,Mosque
3243,Not Applicable,Civilian: Omar Yagoub Ishag
3244,Not Applicable,Herders
3245,Government of Tachira,Deputy Legislator: Cesar Eugenio Vera Barajas
3246,Unknown,Pro-Hadi Fighters
3247,Afghan National Army (ANA),Helicopter
3248,Unknown,Shops
3249,Unknown,Tile Factory
3250,Peshmerga,Checkpoint
3251,Afghan National Security Force (ANSF),Post
3252,Afghan National Security Force (ANSF),Post
3253,Afghan National Security Force (ANSF),Post
3254,Independent Electoral Complaints Commission (IECC),Residence of Employees
3255,Not Applicable,"Laborers: Asaduzzaman Russell, Ripon"
3256,Afghan Police,Post
3257,Military of Yemen,Checkpoint
3258,Military of Yemen,Checkpoint
3259,Military of Yemen,Checkpoint
3260,Operation Restoring Hope Coalition,Base
3261,Unknown,Unknown
3262,Unknown,Unknown
3263,Unknown,Health Clinic
3264,Unknown,Unknown
3265,Government of Al Iskandariyah,Mayor: Ahmen al-Khafaji
3266,Not Applicable,"Children: Raju Sheikh, Akhruzzaman, Mainul Sheikh"
3267,Not Applicable,Civilians
3268,Not Applicable,Civilians
3269,Afghan Police,Officers
3270,Not Applicable,Civilians
3271,Not Applicable,Civilians
3272,National Defense Force (FDN),Patrol
3273,Unknown,Unknown
3274,Not Applicable,Civilians
3275,Hamrin Mountains Area,Area
3276,Iraqi Ministry of Oil,Vehicle of Engineer
3277,Sahwa Council,Vehicle of Members
3278,Unknown,Market
3279,Unknown,Shops
3280,Unknown,Restaurant
3281,Unknown,Power Generator
3282,United Tractors,Tugboat Crew Members
3283,Iraqi Army,Al-Asad Base
3284,Rashtriya Rifles,"Soldiers: Mahesh, Hawaldar K Marjhan"
3285,Hari Construction Company,Construction Site
3286,Unknown,Polio Worker: Akhtar Ali
3287,Unknown,Church
3288,Not Applicable,Motorcycles
3289,Border Security Force (BSF),Patrol
3290,Armed Forces of the Democratic Republic of the Congo (FARDC),Patrol
3291,Not Applicable,Civilians
3292,Not Applicable,Civilians
3293,Armed Forces of the Democratic Republic of the Congo (FARDC),Positions
3294,Armed Forces of the Democratic Republic of the Congo (FARDC),Positions
3295,Unknown,Reporter: Abdul-azis Salae
3296,Afghan Police,Forces
3297,Afghan Police,Forces
3298,Afghan Police,Forces
3299,Afghan Police,Forces
3300,Unknown,Unknown
3301,Gulishan-e-Iqbal Park,Park
3302,Iraqi Army,Patrol
3303,Not Applicable,Civilians
3304,Afghan National Army (ANA),Colonel: Mohammada Jan
3305,Afghan Police,Checkpoint
3306,Afghan Police,Checkpoint
3307,Congolese Army,Positions
3308,Not Applicable,Civilians
3309,Not Applicable,Civilians
3310,Not Applicable,Civilians
3311,Unknown,Ajil Oilfield
3312,Unknown,Allas Oilfield
3313,Egyptian National Police (ENP),Vehicle
3314,Afghan Ministry of Justice,Ghazni Provincial Court Head: Mohammad Anwar Rahmani
3315,Chittagong Press Club,Press Club
3316,Not Applicable,Civilian: Sade Mahad Dirir Guled
3317,Special Action Police (POH),Officers
3318,Turkish Armed Forces (TSK),Soldiers
3319,Turkish Armed Forces (TSK),Soldiers
3320,Government of Calauan,Vehicle of Mayor: Buenafrido Berris
3321,Afghan Border Police (ABP),Vehicle
3322,Not Applicable,Van
3323,Police Service of Northern Ireland (PSNI),Officers
3324,Not Applicable,Vehicle
3325,Royal Thai Armed Forces,Soldiers
3326,Nigerian Army (NA),Soldiers
3327,Ente Nazionale Idrocarburi (ENI),Oil Pipeline
3328,Philippine Army (PA),Former Intelligence Officer: Armando Secuya
3329,National Intelligence and Security Agency (NISA),Residence of Official
3330,Barangay Peacekeeping Action Team (BPAT),"Officers: Sarip Alista, Allahero Ujajin"
3331,Government of Manipur,Residence of Irrigation and Flood Control Department Engineer: Gurumayum Robindro Sharma
3332,Not Applicable,Civilians
3333,Unknown,Restaurant
3334,Unknown,Shops
3335,Not Applicable,Civilians
3336,Not Applicable,Protest
3337,National Assembly,Parliament Building
3338,Unknown,Unknown
3339,Unknown,Unknown
3340,Armed Forces of Libya,"Military Engineering Corps Unit Sergeants: Ali Sayd al-Sanusi Khalil, Abd-al-Mun'im Faraj Sayd al-Jawhari, Ali Muhammad Hussayn al-Subayhi"
3341,Turkish Armed Forces (TSK),Minibus
3342,Unknown,Charcoal Traders
3343,Dangkalan Elementary School,Elementary School
3344,Not Applicable,Civilians
3345,Not Applicable,Civilian: Khairullah
3346,Not Applicable,Vehicle
3347,Iraqi Police Service (IPS),Officer
3348,Unknown,Power Pylons
3349,Pakistan Armed Forces,Forces
3350,Nigeria Police Force (NPF),Police Station
3351,Egyptian National Police (ENP),Vehicles
3352,Unknown,Coordinator for Mayoral Candidate: Jimmy Salazar
3353,Unknown,Unknown
3354,Police Service of Northern Ireland (PSNI),Officers
3355,Police Service of Northern Ireland (PSNI),Officers
3356,Unknown,Unknown
3357,Unknown,Unknown
3358,Iraq News Network,Technician: Talal Abu-Ayman
3359,Mesherano Jirga,House of Former Member: Rafiullah Gul Afghan
3360,Dawlat Abad Education Department,Officials
3361,Russian Police,Checkpoint
3362,Russian Police,Vehicles
3363,Unknown,Construction Workers
3364,Afghan Police,Checkpoint
3365,Union of European Turkish Democrats (UETD),Vehicle of Hamburg Head: Muhterem Gungor
3366,Malian Army,Vehicle
3367,Iraqi Volunteer Forces,Members
3368,Special Security Unit (SSU),Officer: Syed Zahid Hussain Jafri
3369,Justice and Development Party (AKP),Ispur District President: Salih Zeki Cetinkaya
3370,Somali Police Force (SPF),Police Station
3371,Not Applicable,Child: Raju Kissan
3372,Afghan Police,Vehicle
3373,Afghan National Army (ANA),Soldiers
3374,Not Applicable,Civilian: Haidar Khan
3375,Unknown,Unknown
3376,Burundi National Police,Bus
3377,Government of Syed Karam,District Development Council Head: Mirza Mohammad
3378,Royal Thai Police,Patrol
3379,Unknown,Unknown
3380,Sudanese Armed Forces (SAF),Forces
3381,Not Applicable,Civilians
3382,Not Applicable,Civilians
3383,Iraqi Armed Forces,Units
3384,Unknown,Power Lines
3385,Leego Town,Town
3386,Unknown,Bus
3387,Government of Yaring,House of Village Chief
3388,Bank for Agriculture and Agricultural Cooperatives,Bank
3389,Government of Yaring,Office
3390,Unknown,Shop
3391,Unknown,Shop
3392,Tambon Administration Organization (TAO),Data Analyst: Theerapong Pattanabut
3393,Royal Thai Armed Forces,Base
3394,Unknown,Bus
3395,Iraqi Ministry of Oil,Vehicle of Employees
3396,Not Applicable,Civilians
3397,Shallal Market,Market
3398,Iraqi Police Service (IPS),Patrol
3399,Unknown,Private School Vehicle
3400,Central Reserve Police Force (CRPF),Vehicle
3401,Central Reserve Police Force (CRPF),Patrol
3402,Not Applicable,Civilians
3403,Not Applicable,Civilians
3404,Iraqi Armed Forces,Forces
3405,Not Applicable,Civilian: Hameeda Begum
3406,Philippine Army (PA),Soldiers
3407,Somali Police Force (SPF),Police Station
3408,Not Applicable,Civilians
3409,Unknown,Principal: Abid Raza
3410,Not Applicable,Tourists
3411,Tunisian National Guard,Patrol
3412,Niger Armed Forces,Patrol
3413,Afghan National Security Force (ANSF),Provincial Military Prosecutor: Sardar Mohammad Husain Jihani
3414,Afghan Local Police (ALP),Officer
3415,Unknown,Imam
3416,Unknown,Unknown
3417,Assam Rifles (AR),Post
3418,Government of Tunceli,Office of Governor
3419,Unknown,Unknown
3420,Al-Nabaa TV,Television Station
3421,Not Applicable,Civilians
3422,Unknown,Unknown
3423,National Defense Force (FDN),Major: Venuste Nkurikiye
3424,Verkhovna Rada,Vehicle of Member: Volodymyr Parasyuk
3425,Unknown,Power Lines
3426,Unknown,Teacher: Alia
3427,Not Applicable,Civilians
3428,Turkish National Police (EGM),Minibus of Officers
3429,Government of Galkayo,Treasurer: Saeed Ali
3430,Unknown,Tanker
3431,Not Applicable,Internally Displaced Persons (IDPs)
3432,Government Savings Bank,Automated Teller Machine (ATM)
3433,Not Applicable,Residence of Civilian: Nit Klodphetch
3434,Unknown,Cemetery
3435,Not Applicable,Residence
3436,Not Applicable,Residence
3437,Iraqi Traffic Police,Vehicle of Officer
3438,Not Applicable,Civilians
3439,Not Applicable,Civilians
3440,Iraqi Volunteer Forces,Vehicle of Members
3441,Unknown,Market
3442,Not Applicable,Civilians
3443,Ukrainian National Lottery,Loto-Market Building
3444,Iraqi Police Service (IPS),Police Station
3445,Bayji District,District
3446,Khorasan Chapter of the Islamic State,Family Members of Commander: Gol Enam Sirat
3447,Armed Forces of the Philippines (AFP),Detachment
3448,Unknown,Mosque
3449,ESR Construction and Development Corporation,Construction Equipment
3450,Unknown,Construction Equipment
3451,Indian Armed Forces,Forces
3452,National Border Service (SENAFRONT),Post
3453,Afghan National Security Force (ANSF),Vehicle
3454,Not Applicable,Trader: Mas'ud al-Subay'i al-Warfali
3455,Not Applicable,Civilians
3456,General National Congress (GNC),Minister: Abu Ali Zakok
3457,Unknown,Pastor
3458,Government of Asari-Toru,Aide to Caretaker Committee Chair Sonoma Jackrich: Godknows Babadiba
3459,United Social Development Association (USDA),Office
3460,Not Applicable,Civilian
3461,Election Commission of Bangladesh,Polling Station
3462,Al Diwan Company,Infrastructure Engineer: Regi Joseph
3463,Not Applicable,Civilians
3464,Al-Ra'y,Journalist: Tahir Hizam
3465,Not Applicable,Residence
3466,Unknown,Car Showroom
3467,Not Applicable,Civilians
3468,Iraqi Armed Forces,Forces
3469,Iraqi Armed Forces,Forces
3470,Not Applicable,Fish Lake
3471,Unknown,Market
3472,Iraqi Army,Vehicles of 5th Army Infantry Division
3473,Unknown,Journalists
3474,Somali National Army (SNA),Convoy
3475,Government of Wardak,Governor: Hayatollah Hayat
3476,HALO Trust,Cars of De-miners
3477,Iraqi Armed Forces,Al-Habaniyah Airbase
3478,Regional Institute of Medical Science (RIMS),Residence of Professor: Doctor Meisnam Amub
3479,Syrian Army,Soldiers
3480,Iraqi Police Service (IPS),Officers
3481,Iraqi Armed Forces,Soldiers
3482,Unknown,Unknown
3483,Not Applicable,Civilian
3484,Egyptian National Police (ENP),Vehicle
3485,Konotop Television,Television Studio
3486,Not Applicable,Civilians
3487,Indian Armed Forces,Soldiers
3488,Church of Santa Joaquina,Church
3489,Unknown,Lumber Company Truck
3490,Unknown,Unknown
3491,Vigilance Committee,Members: Blama Madi
3492,Unknown,Oil Well 47
3493,Government of Baghdad,Car of Municipality Employee
3494,Unknown,Produce Shop
3495,Unknown,Stores
3496,Unknown,Arcade
3497,Iraqi Volunteer Forces,Members
3498,Turkish Armed Forces (TSK),Substation
3499,Unknown,Coffee Shop
3500,Iraqi Army,Convoy
3501,Iraqi Armed Forces,Soldiers
3502,Unknown,Unknown
3503,Limankara Village,Village
3504,Bitiku Village,Village
3505,Armed Forces of the Democratic Republic of the Congo (FARDC),Position
3506,Afghan National Security Force (ANSF),Convoy
3507,Turkish Armed Forces (TSK),Joint Patrol
3508,Saudi Arabia Police Force,Police Station
3509,Central Reserve Police Force (CRPF),Patrol
3510,Bharatiya Janata Yuva Morcha (BJYM),Leader: Murlikrishna Naidu
3511,Unknown,Unknown
3512,Government of Baardheere,Tax Chief: Abdullahi Abdi Adan
3513,National Intelligence and Security Agency (NISA),Officers
3514,Unknown,Workshop
3515,Iraqi Police Service (IPS),Patrol
3516,Unknown,Market
3517,Philippine National Police (PNP),Officer: Warren Hansol Conales
3518,Philippine National Police (PNP),"Officers: Edwin Panis Castor, Orlando Maglipac"
3519,Philippine National Police (PNP),"Officers: Rene Rombo, Gilbert Aguiman"
3520,Philippine Army (PA),"Soldiers: Diven Tawide, Glenn Austia"
3521,Not Applicable,Civilians
3522,Not Applicable,Civilians
3523,Not Applicable,Civilians
3524,Government of Tano Pute,Vehicle of Chair: Abdulkore Saha
3525,Indian Police Service (IPS),Officers
3526,Not Applicable,Civilians
3527,Unknown,Unknown
3528,Government of Nigeria,Bodyguard of Former Secretary to the Government Chief Olu Falae
3529,Unknown,Unknown
3530,Not Applicable,Suspected Spy
3531,Not Applicable,Civilians
3532,Al-Nabaa TV,Offices
3533,Afghan Police,Patrol
3534,Unknown,Journalist: Mohammed Mhaisen
3535,Not Applicable,Farm of Civilian: Ahmad Ibrahim al-Qahsi al-Qadhdhafi
3536,Not Applicable,Civilian
3537,Government of Somalia,Villa Somalia
3538,Government of Somalia,Villa Somalia
3539,Government of Somalia,Villa Somalia
3540,National Intelligence and Security Agency (NISA),Official: Colonel Mahamed Farah
3541,Marib General Hospital,Hospital
3542,Moy Tir na nOg,Gaelic Athletic Association (GAA) Gym
3543,Unknown,Speech Location of Serbian Prime Minister Aleksandar Vucic
3544,National Investigation Agency (NIA),Officer: Mohammad Tanzil Ahmed
3545,Central Reserve Police Force (CRPF),Officer: Ravindra
3546,Government of Manipur,Residence of Planning and Development Authority Engineer: Loitongbam Kesho Singh
3547,Burundi National Police,Officers
3548,Not Applicable,Civilian: Reut Weitzman
3549,Israel Defense Forces (IDF),Soldier
3550,National Police of Colombia,Officer: Javier Vanegas
3551,Pakistan Intelligence Community (PIC),Former Intelligence Officer: Khurram Hameed
3552,Unknown,Oil Storage Facility Guards
3553,Government of Sorsogon,Former Mayor: Leovic Dioneda
3554,Unknown,Muezzin: Haji Maulana Belal Hossain
3555,Afghan Police,Convoy
3556,International Women's Meditation Centre,Dormitory
3557,Unknown,Nomadic Settlement
3558,Eastern Kadugli Area,Area
3559,Burundi National Police,Post
3560,Not Applicable,Civilians
3561,Iraqi Army,Patrol
3562,Not Applicable,Houses
3563,Sahwa Council,Checkpoint
3564,Unknown,Restaurant
3565,Cotabato City State Polytechnic College,College
3566,Royal Thai Armed Forces,"Soldiers: Nasri Longso, Saksit Chaipimol, Sathit Bin-awah"
3567,Izige Town,Town
3568,Al-Ruwagha Gate,Gate
3569,Iraqi Armed Forces,Checkpoint
3570,Iraqi Armed Forces,Forces
3571,Waha Oil Company,Employees
3572,Iraqi Volunteer Forces,Convoy
3573,Government of al-Baghdadi,District Council Head: Mallullah al-Obeidi
3574,Unknown,Members
3575,Unknown,Members
3576,Taza Subdistrict,Subdistrict
3577,Iraqi Armed Forces,Forces
3578,Not Applicable,Civilians
3579,Russian Council of Muftis,Residence of Assistant Ingushetia Mufti: Magomet Khashtyrov
3580,Unknown,Unknown
3581,Afghan Local Police (ALP),House of Official
3582,Unknown,Unknown
3583,Turkish Armed Forces (TSK),Soldiers
3584,Turkish Armed Forces (TSK),Soldier
3585,Turkish Village Guards,Member: Adnan Durak
3586,Turkish National Police (EGM),Vehicle
3587,Not Applicable,Suspected Spy: Nabi
3588,Bharatiya Janata Party (BJP),Temporary Election Office
3589,Indian Police Service (IPS),Officer: Preetam Singh
3590,Muttahida Qaumi Movement (MQM),Assistant to Leader Nasreen Jalil: Mohammad Ateeq
3591,M/S Sorojini Oil,Filling Station
3592,Indian Geology of Mining of Industry Department,Residence of Former Drill Operator: Thounaojam Bishambor Singh
3593,Government of Imphal,Residence of Municipal Council Chairperson: Aribam Nimai Sharma
3594,Not Applicable,Namdhari Civilian: Mata Chand Kaur
3595,Pakistani Police,Vehicle
3596,Not Applicable,House
3597,Unknown,Unknown
3598,Unknown,Vehicle of Project Security Chief: Abdul Qadeer
3599,Unknown,"Sawmill Workers: Salvador Hanobas, Makol Hanobas, Julieto Janobas"
3600,Unknown,Unknown
3601,Egyptian National Police (ENP),Checkpoint
3602,Egyptian National Police (ENP),Al-Khosous Checkpoint
3603,Pakistani Police,Officer: Ali Badshah
3604,Philippine National Police (PNP),Police Chief: Jonas Tahanlangit
3605,National Police (NPD),Police Station
3606,National Police (NPD),Police Station
3607,National Police (NPD),Police Station
3608,National Police (NPD),Police Station
3609,National Police (NPD),Police Station
3610,National Police (NPD),Police Station
3611,Republic of the Congo Customs Authority,Checkpoint
3612,Republic of the Congo Customs Authority,Checkpoint
3613,Republic of the Congo Department of Water,Office
3614,Republic of the Congo Department of Forestry,Office
3615,Not Applicable,Residences
3616,Holy Child Primary School,School
3617,United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Trucks
3618,Not Applicable,Suspected Informants
3619,Kadugli Area,Area
3620,Deir ez-Zor City,City
3621,Deir ez-Zor City,City
3622,Not Applicable,Civilian: Al-Mahdi al-Tarshani al-Qadhdhafi
3623,Government of Nahvi,Village Leader: Kunwar Singh Dhruve
3624,Unknown,Restaurant
3625,Not Applicable,Civilians
3626,Unknown,Unknown
3627,Shallal Market,Market
3628,Thahan Phran,Patrol
3629,Government of Moo Seven,Assistant Village Head: Rosadan Usae-dolor
3630,Not Applicable,"Civilians: Renu Chitban, Sunan Thongnet"
3631,Unknown,Bus
3632,Afghan Police,Headquarters
3633,Nigeria Police Force (NPF),Police Station
3634,Pakistan Railways,Jaffar Express Train
3635,Unknown,Market
3636,Not Applicable,Civilians
3637,Afghan Police,Checkpoint
3638,Parliament of the Republic of Somalia,Vehicle of Member of Parliament: Mohamed Ali Deheye
3639,African Union Mission in Somalia (AMISOM),Ethiopian Convoy
3640,Somali National Army (SNA),House of Commander: Abdullahi Mo'alim Nur
3641,Syrian Armed Forces (SAF),Soldiers
3642,Syrian Armed Forces (SAF),Soldiers
3643,Turkish National Police (EGM),Vehicle
3644,Turkish Armed Forces (TSK),Post
3645,Afghan Police,Checkposts
3646,Indian Armed Forces,Patrol
3647,Saudi Arabia Police Force,Criminal Investigation Department Head: Colonel Kitab Majid al-Hammadi
3648,Not Applicable,Civilian: Prafulla Roy
3649,Syrian Armed Forces (SAF),Pilot: Khaled Said
3650,Not Applicable,Civilian: Lalit Dugga
3651,Not Applicable,Suspected Informants
3652,Turkish National Police (EGM),Vehicles
3653,Turkish National Police (EGM),Vehicles
3654,Turkish National Police (EGM),Vehicles
3655,Not Applicable,Vehicles
3656,Unknown,Unknown
3657,Not Applicable,Suspected Informants
3658,Not Applicable,Kurdish Neighborhood
3659,Not Applicable,Civilians
3660,Unknown,Power Generator
3661,Not Applicable,Civilians
3662,Not Applicable,Civilians
3663,Iraqi Ministry of Finance,Vehicle of Employee
3664,Not Applicable,Civilians
3665,Unknown,Unknown
3666,Unknown,Doctor: Mad Hassan Duban
3667,Armed Forces of Libya,Residences of Former Soldiers
3668,Armed Forces of Libya,Former Colonel: Fathi Abukanisha al-Qadhdhaf
3669,Not Applicable,Civilians
3670,Turkish Armed Forces (TSK),Soldier
3671,Not Applicable,Car of Civilians
3672,Afghan National Security Force (ANSF),Forces
3673,Al Zunuj Area,Area
3674,Azraf Area,Area
3675,Al 'Anin Area,Area
3676,Unknown,Blogger: Nazimuddin Samad
3677,North Sinai Security Directorate,Vehicle of Assistant Security Director: Yasser Hafez
3678,National Police of Colombia,Officer: Milton Javier Mendez Parra
3679,Central Reserve Police Force (CRPF),Patrol
3680,Upgraded Middle School,Middle School
3681,Citizens Armed Forces Geographical Unit (CAFGU),Member: Bernabe Sarona Ambat
3682,Afghan National Army (ANA),Outpost
3683,Jeay Sindh Tehreek,Leader: Shafi Karnani
3684,Government of Maguindanao,Governor: Esmael Mangudadatu
3685,Afghan Police,Checkpoints
3686,Afghan National Security Force (ANSF),Outposts
3687,Afghan Local Police (ALP),Vehicle
3688,Unknown,Teacher
3689,National Unity Party,Municipal Council Candidate: Crispin Maguelang
3690,Unknown,Unknown
3691,Food and Agriculture Organization of the United Nations (FAO),Official: Shafiq Agha
3692,Unknown,Unknown
3693,Unknown,Unknown
3694,Unknown,Unknown
3695,Unknown,Unknown
3696,Unknown,Unknown
3697,Algemar Construction,Construction Equipment
3698,El Tirain Area,Area
3699,Not Applicable,Trader: Jayaram Pangi
3700,Unknown,Journalist: Debbrat Tiwari
3701,Frontier Corps (FC),Checkpost
3702,Pakistani Police,Officer
3703,Hamar Jab-Jab District,District
3704,Waberi District,District
3705,Not Applicable,Civilians
3706,Iraqi Volunteer Forces,Vehicle
3707,Not Applicable,Civilians
3708,Not Applicable,Civilians
3709,Not Applicable,Civilians
3710,Not Applicable,Civilians
3711,Unknown,Unknown
3712,Tall Ahmad Area,Area
3713,Burundian Army,Doctor: Captain Elie Mugabonuwundi
3714,Unknown,Refugee Center
3715,Kilis Town,Town
3716,Government of Shindand,Local Council Head: Muhammad Arif
3717,Afghan Police,Post
3718,Egyptian Armed Forces,Vehicle
3719,Egyptian Armed Forces,Vehicle
3720,Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM),Vehicle
3721,Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM),Patrol
3722,Not Applicable,House
3723,Afghan Police,Headquarters
3724,Gurum Village,Village
3725,Dokshi Village,Village
3726,Unknown,Unknown
3727,Al-Badiyeh Cement Company,Cement Factory Employees
3728,African Union Mission in Somalia (AMISOM),Joint Convoy
3729,Indian Police Service (IPS),Officers
3730,Sheikh Maqsood Neighborhood,Neighborhood
3731,Government of Chittoor,District Court Building
3732,Unknown,Unknown
3733,Unknown,Unknown
3734,Unknown,Electricity Company Headquarters
3735,Not Applicable,Civilians
3736,Not Applicable,Civilians
3737,Iraqi Ministry of Trade,Vehicle of Employee
3738,Not Applicable,Civilians
3739,Not Applicable,Civilians
3740,Unknown,Mosque
3741,Unknown,Power Post
3742,Royal Thai Police,Patrol
3743,Unknown,Mosque
3744,Afghan Police,Checkpoints
3745,Not Applicable,Civilians
3746,Indian Police Service (IPS); Chhattisgarh Armed Force (CAF),Officers
3747,Afghan Police,Checkpoint
3748,Government of Ukraine,Office of Judge: Mykola Didyk
3749,All India Trinamool Congress (AITMC),Leader: Joydeb Jana
3750,Not Applicable,"Shia Civilians: Shahid Husain, Sajjad Ali, Syed Hashim Rizvi"
3751,Indian Army,Convoy
3752,Royal Thai Army,Base
3753,United Nations (UN),Employee
3754,Israel Defense Forces (IDF),Bulldozer
3755,Unknown,Unknown
3756,Unknown,Unknown
3757,Egyptian National Police (ENP),Vehicles
3758,African Union Mission in Somalia (AMISOM),Convoy
3759,Flota Occidental Inter-Municipal Bus Company,Buses
3760,Not Applicable,Civilians
3761,Iraqi Ministry of Justice,Vehicle of Employee
3762,Not Applicable,Civilians
3763,Unknown,Soccer Field
3764,Not Applicable,Civilians
3765,Not Applicable,Civilians
3766,Iraqi Army,Base
3767,Unknown,Unknown
3768,Unknown,Unknown
3769,Unknown,Unknown
3770,Not Applicable,Civilians
3771,Iraqi Armed Forces,Forces
3772,Not Applicable,Civilians
3773,Government of Kabul,Diplomatic Area
3774,Pakistani Police,Police Station
3775,Unknown,Restaurant
3776,Kawwaz Village,Village
3777,Peshmerga,Forces
3778,Unknown,Unknown
3779,Yemeni Army,Convoy
3780,Pakistani Police,Officer: Saeed Ahmed
3781,Iraqi Armed Forces,Soldiers
3782,Government of Basra,Customs Services and Shipping Office
3783,Not Applicable,Child
3784,Not Applicable,Civilians
3785,Peruvian Armed Forces,311th Counterinsurgency Battalion Patrol
3786,Peruvian Navy,Ship
3787,Unknown,Mosque
3788,Unknown,Planned Refugee Housing
3789,Al Salamah School,School
3790,Metrorail,Train Station
3791,Government of Marawi,Vehicle of Mayor: Sultan Fahad Salic
3792,Government of Opume,Council of Chiefs Deputy Chair
3793,Armed Forces of the Philippines (AFP),Soldiers
3794,Turkish National Police (EGM),Buildings
3795,Not Applicable,Suspected Informants
3796,Afghan National Army (ANA),Joint Convoy
3797,National Defense and Security Council (CNDS),Member: Jose Mauel
3798,Unknown,Blogger: Manoel Messias Pereira
3799,Military Forces of Colombia,"Soldiers: Juan Lutero Ortiz, Wilber Erlinton Nospiran"
3800,Unknown,Journalist: Qays al-Najm
3801,Awami National Party (ANP),Local Leader: Jamshaid Ali Khan
3802,Unknown,Shops
3803,Iraqi Volunteer Forces,Patrol
3804,Not Applicable,Civilians
3805,Not Applicable,Civilians
3806,Not Applicable,Internally Displaced Persons (IDPs)
3807,Not Applicable,Internally Displaced Persons (IDPs)
3808,Unknown,Unknown
3809,An Nasr Village,Village
3810,Unknown,Journalist: Mohammed Zaher al-Shurqat
3811,Iraqi Army,Convoy
3812,Not Applicable,Car of Civilians
3813,Not Applicable,Civilians
3814,Iraqi Volunteer Forces,Commander: Abu-Ahmad al-Budayri
3815,National Directorate of Security (NDS),Employee
3816,Federal Police,Patrol
3817,Government of Al Mansurah,District Council Secretary General: Ahmad al-Haydari
3818,Yemeni Army,Soldiers
3819,Birarah Area,Area
3820,Usaifirah Area,Area
3821,Unknown,Primary School
3822,Unknown,Secondary School
3823,Royal Thai Police,Officers
3824,Kenya Police Service (KPS),Police Station
3825,Afghan Police,Checkpoint
3826,Puttingal Devi Temple,Temple
3827,Regional Institute of Medical Sciences (RIMS),Residence of Medical Superintendent: Professor Amuba
3828,Government of Pangaoa,Former Chair: Renato Oril
3829,Israel Defense Forces (IDF),Patrol
3830,Central Coalfields Limited (CCL),Mining Site
3831,Mozambique Armed Defense Forces (FADM),Patrol
3832,Yemeni Army,Soldiers
3833,Yemeni Army,Soldiers
3834,Yemeni Army,Soldiers
3835,Not Applicable,Civilian: Manju Guntha
3836,Royal Thai Police,"Officers: Yodchay Boonsong, Amnart Chalipol"
3837,Russian Police,Police Station
3838,Unknown,Shops
3839,Iraqi Army,Patrol
3840,Unknown,Unknown
3841,Afghan National Army (ANA),Bus of Cadets
3842,Afghan Border Police (ABP),Checkpoint
3843,Afghan Ministry of Education,Vehicle of Employees
3844,Pakistani Police,"Officers: Tariq Khan, Mishal Khan"
3845,Government of Mogadishu,Administrative Compound
3846,Turkish Armed Forces (TSK),Gendarmerie Command
3847,Kilis Town,Town
3848,Unknown,Market
3849,Not Applicable,Houses
3850,Not Applicable,Civilians
3851,Unknown,Electrical Shop Owners
3852,Not Applicable,House
3853,Iraqi Army,Patrol
3854,Iraqi Army,Patrol
3855,Not Applicable,Truck
3856,National Council for the Defense of Democracy—Forces for the Defense of Democracy (CNDD-FDD),Imbonerakure Members
3857,Not Applicable,Civilian: Rupesh Mandal
3858,Masisa Wood Products Company,Forestry Equipment
3859,Unknown,Kendu Leaf Godown
3860,Unknown,Fitness Center
3861,Unknown,Unknown
3862,Pakistani Police,Vehicle
3863,Angai Village,Village
3864,Not Applicable,Civilians
3865,Ndole Village,Village
3866,Kuki Students Organization (KSO),District General Secretary: Lalchoilou Nehsiel
3867,National Uprising Movement (NUM),Forces
3868,Nilphamari Government College,Student: Nur-e-Alam
3869,Not Applicable,Vehicle
3870,Unknown,Shops
