Event ID,gname,motive
10619,Unknown,
10620,Taliban,
10621,Taliban,
10622,Taliban,
10623,Houthi extremists (Ansar Allah),
10624,Houthi extremists (Ansar Allah),
10625,Taliban,
10626,Unknown,
10627,Taliban,
10628,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources noted that the attack took place during bandh called by Maoists."
10629,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources noted that the attack took place during bandh called by Maoists."
10630,Boko Haram,
10631,Unknown,
10632,Kurdistan Workers' Party (PKK),
10633,Maoists,
10634,Unknown,
10635,Kangleipak Communist Party (KCP),The Kangleipak Communist Party (KCP) claimed responsibility for the incident and accused Sorokhaibam Rameshore of failing to meet the demands of the group. Sources also noted that the group demanded a ransom in exchange for his release.
10636,Unknown,
10637,Tripoli Province of the Islamic State,
10638,Mozambique National Resistance Movement (MNR),
10639,Al-Shabaab,
10640,Right-wing extremists,"The specific motive is unknown; however, sources noted that the assailants were making right-wing statements following the attack."
10641,Taliban,"The specific motive is unknown; however, authorities posited that the Taliban were demanding that the government permit the transportation of fuel to a Taliban-controlled gold mine."
10642,Unknown,
10643,Unknown,
10644,Islamic State of Iraq and the Levant (ISIL),
10645,Unknown,
10646,Islamic State of Iraq and the Levant (ISIL),
10647,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that Salah Turki was attempting to leave the area at the time of the attack."
10648,Islamic State of Iraq and the Levant (ISIL),
10649,Baloch Liberation Army (BLA),
10650,Baloch Liberation Army (BLA),
10651,Lashkar-e-Jhangvi,"The specific motive is unknown; however, sources suspected that the victims, who were members of the Shiite community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities."
10652,Lashkar-e-Jhangvi,"The specific motive is unknown; however, sources suspected that the victims, who were members of the Shiite community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities."
10653,Unknown,
10654,People's Liberation Front of India,
10655,Taliban,
10656,Taliban,
10657,Sinai Province of the Islamic State,
10658,Taliban,
10659,Al-Shabaab,
10660,Unknown,
10661,Unknown,
10662,Taliban,
10663,Taliban,
10664,Al-Shabaab,
10665,Unknown,
10666,Unknown,
10667,Unknown,
10668,Unknown,
10669,Taliban,
10670,Janjaweed,
10671,Unknown,
10672,Unknown,
10673,Unknown,
10674,Unknown,"The specific motive is unknown; however, sources noted that the resident of the house owned a liquor store."
10675,Islamic State of Iraq and the Levant (ISIL),
10676,Hasam Movement,The Hasam Movement claimed responsibility for the incident and accused Gamal al-Deeb of abducted and torturing civilians.
10677,Sinai Province of the Islamic State,
10678,Taliban,
10679,Taliban,
10680,Taliban,
10681,Taliban,
10682,Unknown,"The specific motive is unknown; however, sources noted that the police officers were providing protection to members of a minority community at the time of the attack."
10683,Baloch Republican Army (BRA),
10684,Jihadi-inspired extremists,"An unaffiliated individual, identified as Ibrahim Sulaiman, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL)."
10685,Taliban,
10686,Tehrik-e-Hurriyat (TeH),"The specific motive is unknown; however, sources posited that Tehrik-e-Hurriyat (TeH) targeted the rickshaw for not observing a strike called by the group."
10687,Unknown,
10688,Al-Shabaab,
10689,Unknown,
10690,Sudan People's Liberation Movement in Opposition (SPLM-IO),
10691,National Democratic Alliance Army (NDAA-ESSA),
10692,Unknown,
10693,Taliban,
10694,Unknown,
10695,Unknown,
10696,Algeria Province of the Islamic State,
10697,Kurdistan Workers' Party (PKK),
10698,Unknown,
10699,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the victims were taking part in Shiite festivities at the time of the attack."
10700,Unknown,
10701,Islamic State of Iraq and the Levant (ISIL),
10702,Unknown,"The specific motive is unknown; however, sources noted that the victims were attempting to leave the area at the time of the attack."
10703,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that the victims were accused of working with security personnel."
10704,Unknown,"The specific motive is unknown; however, sources noted that the victims were attempting to leave the area at the time of the attack."
10705,Houthi extremists (Ansar Allah),
10706,Hamas (Islamic Resistance Movement),
10707,Houthi extremists (Ansar Allah),
10708,Houthi extremists (Ansar Allah),
10709,Unknown,
10710,Taliban,
10711,Allied Democratic Forces (ADF),"The specific motive is unknown; however, sources stated that the attack was meant to draw the attention of security personnel so that the Allied Democratic Forces (ADF) could leave the area."
10712,Islamic State of Iraq and the Levant (ISIL),
10713,Islamic State of Iraq and the Levant (ISIL),
10714,Islamic State of Iraq and the Levant (ISIL),
10715,Kurdistan Workers' Party (PKK),The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that Aydin Mustu was targeted for supporting operations against the PKK.
10716,Taliban,
10717,Taliban,
10718,Taliban,
10719,Unknown,
10720,Al-Yakin Mujahidin,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence between Myanmar's majority Buddhist and minority Muslim communities."
10721,Al-Yakin Mujahidin,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence between Myanmar's majority Buddhist and minority Muslim communities."
10722,Al-Yakin Mujahidin,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence between Myanmar's majority Buddhist and minority Muslim communities."
10723,Unknown,
10724,Unknown,"The specific motive is unknown; however, sources suspected that the attack was carried out in response to recent arrests by the government."
10725,Unknown,
10726,Unknown,
10727,Al-Qaida in the Arabian Peninsula (AQAP),
10728,Taliban,
10729,Unknown,
10730,Taliban,
10731,Taliban,
10732,Houthi extremists (Ansar Allah),
10733,Unknown,
10734,Unknown,
10735,Unknown,
10736,Unknown,
10737,Unknown,
10738,Islamic State of Iraq and the Levant (ISIL),
10739,Al-Shabaab,
10740,Unknown,
10741,Unknown,
10742,Houthi extremists (Ansar Allah),
10743,Houthi extremists (Ansar Allah),
10744,Taliban,
10745,Taliban,
10746,Lashkar-e-Taiba (LeT),
10747,Taliban,
10748,Unknown,
10749,Kurdistan Workers' Party (PKK),
10750,Kurdistan Workers' Party (PKK),
10751,Unknown,
10752,Kurdistan Free Life Party,The Kurdistan Free Life Party claimed responsibility for the incident and stated that the attack was carried out in retaliation for the deaths of the group's members.
10753,Unknown,"The specific motive is unknown; however, sources noted that Abdul Saboor Sarir had been previously threatened by armed groups, including the Taliban."
10754,Unknown,
10755,Allied Democratic Forces (ADF),
10756,Unknown,
10757,Sudan People's Liberation Movement in Opposition (SPLM-IO),
10758,Unknown,
10759,Hijaz Province of the Islamic State,
10760,Unknown,
10761,Kuki National Front (KNF),The Kuki National Front (KNF) claimed responsibility for the incident and stated that Anou Kabui refused to pay an extortion demand.
10762,Unknown,
10763,Unknown,"The specific motive is unknown; however, sources stated that the attack was carried out in response to the arrest of 12 people by the Special Deterrent Force."
10764,Southern Front,
10765,Free Syrian Army,
10766,Free Syrian Army,
10767,Free Syrian Army,
10768,Unknown,
10769,Unknown,
10770,Unknown,
10771,Unknown,
10772,Unknown,
10773,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources posited that the attack was part of a larger trend of sectarian violence between Afghanistan's majority Sunni and minority Shiite communities."
10774,Baloch Liberation Front (BLF),The Baloch Liberation Front (BLF) claimed responsibility for the incident and stated that the BLF believed Kher Bakhsh was an informant.
10775,Sinai Province of the Islamic State,"The specific motive is unknown; however, sources posited that the victims were accused of working with security personnel."
10776,Unknown,
10777,Unknown,
10778,Al-Shabaab,
10779,Taliban,
10780,Taliban,
10781,Taliban,
10782,Taliban,
10783,Taliban,
10784,Houthi extremists (Ansar Allah),
10785,Houthi extremists (Ansar Allah),
10786,Houthi extremists (Ansar Allah),
10787,Houthi extremists (Ansar Allah),
10788,Houthi extremists (Ansar Allah),
10789,Houthi extremists (Ansar Allah),
10790,Unknown,
10791,Unknown,
10792,Kurdistan Workers' Party (PKK),The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that Deryan Aktert was targeted for supporting operations against the PKK.
10793,Unknown,
10794,Unknown,"The specific motive is unknown; however, sources noted that Ashura was being celebrated at the prayer house the night before the attack."
10795,Taliban,
10796,Taliban,
10797,Taliban,
10798,Unknown,
10799,Unknown,"The specific motive is unknown; however, sources noted that in April anarchists had sent a text message claiming that the targeted warden had been mistreating Albanian detainees."
10800,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources noted that the attack occurred during a two-day bandh called by the Communist Party of India - Maoist (CPI-Maoist)."
10801,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources noted that the attack occurred during a two-day bandh called by the Communist Party of India - Maoist (CPI-Maoist)."
10802,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources noted that the attack occurred during a two-day bandh called by the Communist Party of India - Maoist (CPI-Maoist)."
10803,Unknown,
10804,Boko Haram,
10805,Kurdistan Workers' Party (PKK),
10806,Islamic State of Iraq and the Levant (ISIL),
10807,Kurdistan Workers' Party (PKK),
10808,Unknown,
10809,Maoists,
10810,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources posited that the attack was part of a larger trend of sectarian violence between Afghanistan's majority Sunni and minority Shiite communities."
10811,Taliban,
10812,Taliban,
10813,Taliban,
10814,Unknown,
10815,Muslim extremists,
10816,Taliban,
10817,Unknown,
10818,Taliban,
10819,Anti-Police extremists,"David Ansberry, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was intended to draw attention to police shootings, citing the deaths of students at Kent State University in 1970 and Michael Brown in 2014."
10820,Boko Haram,
10821,Unknown,
10822,Unknown,"The specific motive is unknown; however, sources noted that the victim owned a liquor store."
10823,Unknown,
10824,Unknown,
10825,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that victims were accused of working with security personnel."
10826,Unknown,
10827,Unknown,"The specific motive is unknown; however, sources stated that the victims were attempting to leave the area at the time of the attack."
10828,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources posited that the attack was part of a larger trend of sectarian violence between Afghanistan's majority Sunni and minority Shiite communities."
10829,Unknown,
10830,Al-Shabaab,
10831,Taliban,
10832,Taliban,
10833,Conspiracy of Cells of Fire,The Conspiracy of Cells of Fire claimed responsibility for the incident and stated that Georgia Tsatani was targeted for his alleged corruption.
10834,Separatists,
10835,Islamic State in the Greater Sahara (ISGS),
10836,Islamic State of Iraq and the Levant (ISIL),
10837,Islamic State of Iraq and the Levant (ISIL),
10838,Kurdistan Workers' Party (PKK),
10839,Kurdistan Workers' Party (PKK),
10840,Al-Shabaab,Al-Shabaab claimed responsibility for the incident and accused the victims of being spies.
10841,Al-Shabaab,Al-Shabaab claimed responsibility for the incident and accused the victims of working with security personnel.
10842,Kurdistan Workers' Party (PKK),
10843,Unknown,
10844,Unknown,
10845,Houthi extremists (Ansar Allah),
10846,Unknown,"The specific motive is unknown; however, sources noted that the attack was the result of the death of a former Seleka member as he attempted to commit theft at a radio station."
10847,Mariscal Lopez Army (EML),"The specific motive is unknown; however, sources noted that a ransom was demanded in exchange for Felix Urbieta."
10848,Unknown,
10849,Unknown,
10850,Tripoli Province of the Islamic State,
10851,Free Syrian Army,
10852,Jaysh al-Islam (Syria),
10853,Mozambique National Resistance Movement (MNR),
10854,Unknown,
10855,Unknown,
10856,Unknown,
10857,Unknown,
10858,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the victim was attempting to leave the area at the time of the attack."
10859,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the victims were accused of working with security personnel."
10860,United Baloch Army (UBA),
10861,United Baloch Army (UBA),
10862,Islamic State of Iraq and the Levant (ISIL),
10863,Muslim extremists,
10864,Kurdistan Workers' Party (PKK),
10865,Unknown,"The specific motive is unknown; however, sources suspected that the attack may have been related to upcoming elections."
10866,Kurdistan Workers' Party (PKK),
10867,Caucasus Emirate,
10868,Sinai Province of the Islamic State,
10869,Al-Shabaab,
10870,Unknown,
10871,Unknown,
10872,Unknown,
10873,Unknown,
10874,Unknown,
10875,Al-Shabaab,
10876,Al-Shabaab,
10877,Unknown,
10878,Ansar al-Dine (Mali),
10879,Lashkar-e-Jhangvi,
10880,Unknown,"The specific motive is unknown; however, sources suspected that the attack may have been related to a larger trend of sectarian violence between Northern Ireland's Protestant and Catholic communities. Sources also noted that ""Kill All Taigs"" was spray-painted on the targeted residence."
10881,Niger Delta Greenland Justice Mandate (NDGJM),
10882,Fulani extremists,
10883,Unknown,
10884,Unknown,
10885,Unknown,
10886,Unknown,
10887,Taliban,
10888,Anti-White extremists,"In a note left at the scene, Damoine A. Wilcoxson claimed responsibility for the incident and announced a ""war on white people."""
10889,Sinai Province of the Islamic State,
10890,Al-Umar Mujahideen,
10891,Unknown,
10892,Unknown,
10893,Unknown,
10894,Muslim extremists,"The specific motive is unknown; however, sources suspected that the attack may have been related to a coup attempt."
10895,Unknown,
10896,Unknown,
10897,Unknown,
10898,Unknown,
10899,Tehrik-i-Taliban Pakistan (TTP),Lashkar-e-Jhangvi claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of three of the group's members.
10900,Tehrik-i-Taliban Pakistan (TTP),
10901,Movement for Oneness and Jihad in West Africa (MUJAO),"The specific motive is unknown; however, sources noted that a ransom and the release of three prisoners detained in Niger was demanded in exchange for Jeffery Woodke."
10902,Al-Shabaab,
10903,Kurdistan Workers' Party (PKK),
10904,Kurdistan Workers' Party (PKK),
10905,Kurdistan Workers' Party (PKK),
10906,Kurdistan Workers' Party (PKK),
10907,Kurdistan Workers' Party (PKK),
10908,Kurdistan Workers' Party (PKK),
10909,Kurdistan Freedom Hawks (TAK),
10910,Unknown,
10911,Houthi extremists (Ansar Allah),
10912,Al-Shabaab,
10913,Muslim extremists,
10914,Unknown,
10915,Houthi extremists (Ansar Allah),
10916,Niger Delta Greenland Justice Mandate (NDGJM),The Niger Delta Greenland Justice Mandate (NDGJM) claimed responsibility for the incident and stated that such attacks would continue if the government failed to hold substantive negotiations.
10917,Unknown,
10918,Fulani extremists,
10919,Agwelek Forces,
10920,Unknown,
10921,Abbala extremists,"The specific motive is unknown; however, sources noted that Abbala extremists demanded a ransom in exchange for the victims."
10922,Southern Front,
10923,Free Syrian Army,
10924,Unknown,"The specific motive is unknown; however, sources stated that the victims were accused of stealing and killing cattle."
10925,Mozambique National Resistance Movement (MNR),
10926,Unknown,
10927,Islamic State of Iraq and the Levant (ISIL),
10928,Islamic State of Iraq and the Levant (ISIL),
10929,Unknown,
10930,Tripoli Province of the Islamic State,
10931,Unknown,
10932,Taliban,
10933,Al-Shabaab,
10934,Al-Shabaab,
10935,Unknown,
10936,Unknown,
10937,Unknown,
10938,Unknown,"The specific motive is unknown; however, sources noted that there was opposition to the Dakota Access Pipeline."
10939,Maoists,
10940,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources suspected that the attack, which targeted a Shiite gathering, may have been part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities."
10941,Unknown,
10942,Unknown,
10943,Houthi extremists (Ansar Allah),
10944,Abu Sayyaf Group (ASG),
10945,Seleka,
10946,Unknown,
10947,Unknown,
10948,Boko Haram,
10949,Fulani extremists,
10950,Unknown,
10951,Taliban,
10952,Unknown,
10953,Tripoli Province of the Islamic State,
10954,Houthi extremists (Ansar Allah),
10955,Alde Hemendik Movement,
10956,Luhansk People's Republic,
10957,Unknown,
10958,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that Nu'man Bazi' was critical of the Islamic State of Iraq and the Levant (ISIL)."
10959,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources suspected that the attack, which targeted a Shiite procession, may have been part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities."
10960,Unknown,
10961,Unknown,
10962,Sinai Province of the Islamic State,
10963,Unknown,
10964,Unknown,
10965,Islamic State of Iraq and the Levant (ISIL),
10966,Tribesmen,"The specific motive is unknown; however, sources noted that the assailants believed that they were responsible for protecting the area rather than the Iraqi Police Service (IPS)."
10967,Unknown,"The specific motive is unknown; however, sources noted that the victims were attempting to leave the area at the time of the attack."
10968,Islamic State of Iraq and the Levant (ISIL),
10969,Taliban,
10970,Unknown,
10971,Tehrik-i-Taliban Pakistan (TTP),
10972,Kurdistan Workers' Party (PKK),
10973,Tehrik-i-Taliban Pakistan (TTP),
10974,Unknown,"The specific motive is unknown; however, sources noted that the police officers were providing protection to members of a minority community at the time of the attack."
10975,Unknown,"The specific motive is unknown; however, sources noted that the assailants spray-painted ""Nazi Republicans leave town or else"" on the targeted office."
10976,Jundallah (Pakistan),
10977,Kurdistan Workers' Party (PKK),
10978,Tehrik-i-Taliban Pakistan (TTP),
10979,Oglaigh na hEireann,
10980,Unknown,"The specific motive is unknown; however, sources suspected that the attack may have been related to recent police operations against illegal transportation terminals."
10981,Al-Shabaab,
10982,Maoists,
10983,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that the victim was accused of owning a mobile phone SIM card."
10984,Islamic State of Iraq and the Levant (ISIL),
10985,Islamic State of Iraq and the Levant (ISIL),
10986,Unknown,
10987,Al-Shabaab,
10988,Communist Party of India - Maoist (CPI-Maoist),The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that the unit was targeted for brewing liquor.
10989,Unknown,
10990,Boko Haram,
10991,Unknown,
10992,Unknown,
10993,Unknown,
10994,Unknown,
10995,Taliban,
10996,Unknown,
10997,Fulani extremists,
10998,Taliban,
10999,Unknown,
11000,Houthi extremists (Ansar Allah),
11001,Lashkar-e-Jhangvi,
11002,Islamic State of Iraq and the Levant (ISIL),
11003,Islamic State of Iraq and the Levant (ISIL),
11004,Taliban,
11005,Taliban,
11006,Unknown,
11007,Islamic State in the Greater Sahara (ISGS),"The specific motive is unknown; however, sources suspected that the assailants may have intended to free detainees held at the targeted prison."
11008,Al-Shabaab,
11009,Al-Shabaab,
11010,Unknown,"The specific motive is unknown; however, sources noted that the Ukhrul District Contractors' Association, which Nimreih Shimray led, was recently extorted by the Manipur Naga People's Army (MNPA)."
11011,Unknown,
11012,Unknown,"The specific motive is unknown; however, sources noted that weapons were stolen from the targeted Indian Police Service (IPS) post."
11013,Unknown,
11014,Garo National Liberation Army,
11015,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) may have carried out the attack in retaliation for Russia's military involvement in Syria."
11016,Taliban,
11017,Taliban,
11018,Unknown,
11019,Boko Haram,
11020,Unknown,"The specific motive is unknown; however, sources noted that the attack occurred during a 10 hour demonstration called by separatists."
11021,Maute Group,"The specific motive is unknown; however, sources suspected that the attack may have been carried out in retaliation for recent arrests."
11022,Southern Front,
11023,Free Syrian Army,
11024,Unknown,
11025,Unknown,
11026,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources suspected that the victims, who were members of the Shiite community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities."
11027,Unknown,
11028,Sinai Province of the Islamic State,
11029,Unknown,
11030,Islamic State of Iraq and the Levant (ISIL),
11031,Islamic State of Iraq and the Levant (ISIL),
11032,Al-Shabaab,
11033,Al-Shabaab,
11034,Unknown,
11035,Unknown,
11036,Unknown,
11037,Lord's Resistance Army (LRA),"The specific motive is unknown; however, sources posited that the attack was carried out in retaliation for the disappearance of Lord's Resistance Army (LRA) members following an attack."
11038,Unknown,
11039,Islamic State of Iraq and the Levant (ISIL),
11040,Taliban,
11041,Boko Haram,
11042,Unknown,
11043,Abbala extremists,"The specific motive is unknown; however, sources noted that Abbala extremists demanded a ransom in exchange for the victims."
11044,Taliban,
11045,Unknown,
11046,Unknown,"The specific motive is unknown; however, sources noted that Flor Armando was accused of participating in illegal mining activities."
11047,Unknown,
11048,Taliban,
11049,Unknown,
11050,Taliban,
11051,Unknown,
11052,Islamic State of Iraq and the Levant (ISIL),
11053,Unknown,
11054,Unknown,
11055,Unknown,
11056,Unknown,
11057,Houthi extremists (Ansar Allah),
11058,Houthi extremists (Ansar Allah),
11059,Houthi extremists (Ansar Allah),
11060,Houthi extremists (Ansar Allah),
11061,Houthi extremists (Ansar Allah),
11062,Houthi extremists (Ansar Allah),
11063,Houthi extremists (Ansar Allah),
11064,Houthi extremists (Ansar Allah),
11065,Houthi extremists (Ansar Allah),
11066,Houthi extremists (Ansar Allah),
11067,Houthi extremists (Ansar Allah),
11068,Kurdistan Workers' Party (PKK),
11069,Houthi extremists (Ansar Allah),
11070,Palestinian Extremists,
11071,Kurdistan Workers' Party (PKK),
11072,Kurdistan Workers' Party (PKK),
11073,Houthi extremists (Ansar Allah),
11074,Islamic State of Iraq and the Levant (ISIL),
11075,Islamic State of Iraq and the Levant (ISIL),
11076,Islamic State of Iraq and the Levant (ISIL),
11077,Muslim extremists,Muslim extremists claimed responsibility for the incident in a video and demanded a ransom in exchange for Craig Bruce McAllister.
11078,Unknown,
11079,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that the victims were targeted because they were related to a tribal leader, who fought against the Islamic State of Iraq and the Levant (ISIL)."
11080,Unknown,
11081,Unknown,
11082,Unknown,"The specific motive is unknown; however, sources stated that Naniyang Sali was accused of being a police informant."
11083,Unknown,"The specific motive is unknown; however, sources noted that the attack occurred during a demonstration called by separatists."
11084,Unknown,"The specific motive is unknown; however, sources suspected that the attack was carried out in order to steal weapons."
11085,Unknown,
11086,Abbala extremists,"The specific motive is unknown; however, sources noted that the victims were questioned about cattle that had gone missing."
11087,Free Syrian Army,
11088,Free Syrian Army,
11089,Free Syrian Army,
11090,Unknown,"The specific motive is unknown; however, sources noted that the attack occurred during a protest called by separatists."
11091,Islamic State of Iraq and the Levant (ISIL),
11092,Unknown,
11093,Islamic State of Iraq and the Levant (ISIL),
11094,Unknown,
11095,Unknown,
11096,Bangsamoro Islamic Freedom Movement (BIFM),
11097,Abu Sayyaf Group (ASG),
11098,National Liberation Army of Colombia (ELN),
11099,National Liberation Army of Colombia (ELN),
11100,National Liberation Army of Colombia (ELN),
11101,Baloch Liberation Army (BLA),The Baloch Liberation Army (BLA) claimed responsibility for the incident and stated that the BLA targeted the civilians for allegedly working with security personnel.
11102,Unknown,
11103,Unknown,
11104,Unknown,
11105,Unknown,
11106,Islamic State of Iraq and the Levant (ISIL),
11107,Islamic State of Iraq and the Levant (ISIL),
11108,Al-Qaida in the Arabian Peninsula (AQAP),
11109,Jamaah Ansharut Daulah,
11110,Houthi extremists (Ansar Allah),
11111,Houthi extremists (Ansar Allah),
11112,Houthi extremists (Ansar Allah),
11113,Unknown,
11114,Kurdistan Workers' Party (PKK),
11115,Houthi extremists (Ansar Allah),
11116,Unknown,
11117,Islamic State of Iraq and the Levant (ISIL),
11118,Al-Shabaab,"The specific motive is unknown; however, sources noted that Mohamed Tabari was part of a group of traditional elders tasked with choosing members of the Somali Parliament in an upcoming election."
11119,The New Irish Republican Army,The New Irish Republican Army claimed responsibility for the incident and stated that Joe Reilly was targeted because the group believed he was a drug dealer.
11120,Unknown,
11121,Maoists,
11122,Mai Mai Mazembe Militia,"The specific motive is unknown; however, sources noted that the targeted soldiers were accused of working with Ugandan rebels."
11123,Khorasan Chapter of the Islamic State,
11124,Taliban,
11125,Al-Qaida in the Arabian Peninsula (AQAP),
11126,Houthi extremists (Ansar Allah),
11127,Houthi extremists (Ansar Allah),
11128,Houthi extremists (Ansar Allah),
11129,Houthi extremists (Ansar Allah),
11130,Houthi extremists (Ansar Allah),
11131,Houthi extremists (Ansar Allah),
11132,Houthi extremists (Ansar Allah),
11133,Houthi extremists (Ansar Allah),
11134,Houthi extremists (Ansar Allah),
11135,Houthi extremists (Ansar Allah),
11136,Free Syrian Army,
11137,Free Syrian Army,
11138,Unknown,"The specific motive is unknown; however, sources posited that the civilians were targeted for possessing SIM cards."
11139,Maute Group,"The specific motive is unknown; however, sources suspected that the attack was related to an anti-drug campaign."
11140,Unknown,
11141,Unknown,
11142,Unknown,
11143,Unknown,
11144,Unknown,
11145,Unknown,
11146,Islamic State of Iraq and the Levant (ISIL),
11147,Islamic State of Iraq and the Levant (ISIL),
11148,Islamic State of Iraq and the Levant (ISIL),
11149,Khorasan Chapter of the Islamic State,
11150,Unknown,
11151,Unknown,"The specific motive is unknown; however, sources suspected that the attack was part of a larger trend of violence against refugees in Europe."
11152,Unknown,
11153,Sinai Province of the Islamic State,
11154,Unknown,
11155,Kurdistan Workers' Party (PKK),
11156,Al-Shabaab,Al-Shabaab claimed responsibility for the incident and accused the victims of being spies.
11157,Maoists,
11158,Islamic State of Iraq and the Levant (ISIL),
11159,Taliban,
11160,Islamic State of Iraq and the Levant (ISIL),The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was meant to draw attention away from the Mosul offensive.
11161,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources suspected that the targeted construction company failed to respond to an extortion demand from the Communist Party of India - Maoist (CPI-Maoist)."
11162,Houthi extremists (Ansar Allah),
11163,Houthi extremists (Ansar Allah),
11164,Houthi extremists (Ansar Allah),
11165,Houthi extremists (Ansar Allah),
11166,Houthi extremists (Ansar Allah),
11167,Houthi extremists (Ansar Allah),
11168,Houthi extremists (Ansar Allah),
11169,Houthi extremists (Ansar Allah),
11170,Houthi extremists (Ansar Allah),
11171,Sudan People's Liberation Movement in Opposition (SPLM-IO),
11172,Sudan People's Liberation Movement in Opposition (SPLM-IO),
11173,Mozambique National Resistance Movement (MNR),
11174,Maute Group,"The specific motive is unknown; however, sources suspected that the attack was related to an anti-drug campaign."
11175,Taliban,
11176,Khorasan Chapter of the Islamic State,
11177,Islamic State of Iraq and the Levant (ISIL),
11178,Islamic State of Iraq and the Levant (ISIL),
11179,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that the victims were intended to act as human shields."
11180,Unknown,
11181,Unknown,
11182,Unknown,
11183,Muslim extremists,
11184,Revolution's Brigade,"The Revolution's Brigade claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of Mohammed Kamal, a Muslim Brotherhood leader."
11185,Unknown,
11186,Taliban,
11187,Unknown,
11188,Al-Shabaab,
11189,Baloch Liberation Army (BLA),The Baloch Liberation Army (BLA) claimed responsibility for the incident and stated that the attack was carried out in order to prevent mobile phone networks from expanding.
11190,Maoists,
11191,Maoists,
11192,Al-Shabaab,"The specific motive is unknown; however, sources noted that the victims were accused of working with the government."
11193,Taliban,
11194,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that the victims were targeted because of their slow pace during a forced march in order to accommodate one of the children who had a disability."
11195,Boko Haram,
11196,Maoists,"The specific motive is unknown; however, sources stated that Maoists accused Phuljames Soren of being a police informant. Sources also suspected that the attack may have been carried out in retaliation for the deaths of two Maoist leaders."
11197,Maoists,"The specific motive is unknown; however, sources stated that Maoists accused Nandlal Singh of being a police informant. Sources also suspected that the attack may have been carried out in retaliation for the deaths of two Maoist leaders."
11198,Unknown,
11199,Baloch Liberation Army (BLA),
11200,Al-Shabaab,
11201,Kurdistan Workers' Party (PKK),
11202,Kurdistan Workers' Party (PKK),
11203,Unknown,
11204,Unknown,
11205,Unknown,
11206,Islamic State of Iraq and the Levant (ISIL),
11207,Islamic State of Iraq and the Levant (ISIL),
11208,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources suspected that the attack was meant to draw attention away from military operations in Mosul."
11209,Islamic State of Iraq and the Levant (ISIL),
11210,Islamic State of Iraq and the Levant (ISIL),
11211,Unknown,
11212,Unknown,
11213,Unknown,
11214,Unknown,
11215,Unknown,
11216,Unknown,
11217,Unknown,
11218,Unknown,
11219,Unknown,
11220,Unknown,
11221,Unknown,
11222,Unknown,
11223,Unknown,
11224,Unknown,
11225,Unknown,
11226,Unknown,
11227,Unknown,
